work_order_id,cluster
WO-0001332,-1
WO-0001333,-1
WO-0001334,-1
WO-0001335,-1
WO-0001336,0
WO-0001337,-1
WO-0001338,-1
WO-0001339,-1
WO-0001340,-1
WO-0001341,-1
WO-0001342,-1
WO-0001343,-1
WO-0001344,-1
WO-0001345,-1
WO-0001346,-1
WO-0001347,-1
WO-0001348,-1
WO-0001349,-1
WO-0001350,-1
WO-0001351,0
WO-0001352,-1
WO-0001353,-1
WO-0001354,-1
WO-0001355,-1
WO-0001356,-1
WO-0001357,-1
WO-0001358,-1
WO-0001359,-1
WO-0001360,-1
WO-0001361,-1
WO-0001362,-1
WO-0001363,-1
WO-0001364,-1
WO-0001365,-1
WO-0001366,-1
WO-0001367,-1
WO-0001368,-1
WO-0001369,-1
WO-0001370,-1
WO-0001371,-1
WO-0001372,-1
WO-0001373,-1
WO-0001374,-1
WO-0001375,-1
WO-0001376,-1
WO-0001377,-1
WO-0001378,-1
WO-0001379,-1
WO-0001380,-1
WO-0001381,-1
WO-0001382,-1
WO-0001383,0
WO-0001384,-1
WO-0001385,-1
WO-0001386,-1
WO-0001387,0
WO-0001388,-1
WO-0001389,-1
WO-0001390,-1
WO-0001391,0
WO-0001392,-1
WO-0001393,-1
WO-0001394,-1
WO-0001395,0
WO-0001396,-1
WO-0001397,-1
WO-0001398,-1
WO-0001399,-1
WO-0001400,-1
WO-0001401,-1
WO-0001402,-1
WO-0001403,-1
WO-0001404,-1
WO-0001405,-1
WO-0001406,-1
WO-0001407,-1
WO-0001408,-1
WO-0001409,-1
WO-0001410,-1
WO-0001411,-1
WO-0001412,-1
WO-0001413,-1
WO-0001414,-1
WO-0001415,-1
WO-0001416,-1
WO-0001417,0
WO-0001418,-1
WO-0001419,0
WO-0001420,-1
WO-0001421,-1
WO-0001422,-1
WO-0001423,-1
WO-0001424,-1
WO-0001425,0
WO-0001426,-1
WO-0001427,-1
WO-0001428,-1
WO-0001429,-1
WO-0001430,-1
WO-0001431,-1
WO-0001432,-1
WO-0001433,1
WO-0001434,-1
WO-0001435,-1
WO-0001436,-1
WO-0001437,0
WO-0001438,0
WO-0001439,-1
WO-0001440,0
WO-0001441,-1
WO-0001442,-1
WO-0001443,-1
WO-0001444,-1
WO-0001445,-1
WO-0001446,0
WO-0001447,-1
WO-0001448,-1
WO-0001449,-1
WO-0001450,0
WO-0001451,-1
WO-0001452,-1
WO-0001453,-1
WO-0001454,-1
WO-0001455,-1
WO-0001456,-1
WO-0001457,-1
WO-0001458,-1
WO-0001459,-1
WO-0001460,-1
WO-0001461,-1
WO-0001462,0
WO-0001463,-1
WO-0001464,-1
WO-0001465,-1
WO-0001466,-1
WO-0001467,-1
WO-0001468,-1
WO-0001469,-1
WO-0001470,-1
WO-0001471,-1
WO-0001472,-1
WO-0001473,-1
WO-0001474,-1
WO-0001475,-1
WO-0001476,-1
WO-0001477,-1
WO-0001478,-1
WO-0001479,-1
WO-0001480,0
WO-0001481,-1
WO-0001482,0
WO-0001483,-1
WO-0001484,-1
WO-0001485,-1
WO-0001486,-1
WO-0001487,-1
WO-0001488,-1
WO-0001489,-1
WO-0001490,-1
WO-0001491,-1
WO-0001492,-1
WO-0001493,-1
WO-0001494,-1
WO-0001495,-1
WO-0001496,-1
WO-0001497,0
WO-0001498,-1
WO-0001499,-1
WO-0001500,-1
WO-0001501,-1
WO-0001502,-1
WO-0001503,-1
WO-0001504,-1
WO-0001505,-1
WO-0001506,-1
WO-0001507,-1
WO-0001508,-1
WO-0001509,-1
WO-0001510,-1
WO-0001511,-1
WO-0001512,-1
WO-0001513,-1
WO-0001514,-1
WO-0001515,-1
WO-0001516,0
WO-0001517,-1
WO-0001518,0
WO-0001519,-1
WO-0001520,-1
WO-0001521,-1
WO-0001522,-1
WO-0001523,-1
WO-0001524,-1
WO-0001525,-1
WO-0001526,-1
WO-0001527,-1
WO-0001528,-1
WO-0001529,-1
WO-0001530,-1
WO-0001531,-1
WO-0001532,-1
WO-0001533,-1
WO-0001534,-1
WO-0001535,-1
WO-0001536,-1
WO-0001537,-1
WO-0001538,-1
WO-0001539,-1
WO-0001540,-1
WO-0001541,-1
WO-0001542,-1
WO-0001543,-1
WO-0001544,-1
WO-0001545,0
WO-0001546,-1
WO-0001547,-1
WO-0001548,-1
WO-0001549,-1
WO-0001550,-1
WO-0001551,-1
WO-0001552,-1
WO-0001553,-1
WO-0001554,-1
WO-0001555,-1
WO-0001556,-1
WO-0001557,-1
WO-0001558,-1
WO-0001559,-1
WO-0001560,-1
WO-0001561,-1
WO-0001562,-1
WO-0001563,-1
WO-0001564,-1
WO-0001565,0
WO-0001566,-1
WO-0001567,-1
WO-0001568,-1
WO-0001569,-1
WO-0001570,-1
WO-0001571,0
WO-0001572,-1
WO-0001573,-1
WO-0001574,-1
WO-0001575,-1
WO-0001576,-1
WO-0001577,-1
WO-0001578,-1
WO-0001579,-1
WO-0001580,-1
WO-0001581,-1
WO-0001582,-1
WO-0001583,-1
WO-0001584,0
WO-0001585,-1
WO-0001586,-1
WO-0001587,0
WO-0001588,0
WO-0001589,-1
WO-0001590,-1
WO-0001591,-1
WO-0001592,-1
WO-0001593,-1
WO-0001594,-1
WO-0001595,-1
WO-0001596,-1
WO-0001597,-1
WO-0001598,0
WO-0001599,-1
WO-0001600,-1
WO-0001601,-1
WO-0001602,-1
WO-0001603,-1
WO-0001604,-1
WO-0001605,-1
WO-0001606,-1
WO-0001607,-1
WO-0001608,-1
WO-0001609,-1
WO-0001610,-1
WO-0001611,-1
WO-0001612,-1
WO-0001613,-1
WO-0001614,-1
WO-0001615,-1
WO-0001616,-1
WO-0001617,-1
WO-0001618,-1
WO-0001619,-1
WO-0001620,-1
WO-0001621,-1
WO-0001622,-1
WO-0001623,-1
WO-0001624,0
WO-0001625,-1
WO-0001626,-1
WO-0001627,-1
WO-0001628,-1
WO-0001629,-1
WO-0001630,-1
WO-0001631,-1
WO-0001632,-1
WO-0001633,-1
WO-0001634,-1
WO-0001635,-1
WO-0001636,0
WO-0001637,-1
WO-0001638,-1
WO-0001639,-1
WO-0001640,-1
WO-0001641,-1
WO-0001642,-1
WO-0001643,-1
WO-0001644,-1
WO-0001645,0
WO-0001646,-1
WO-0001647,-1
WO-0001648,-1
WO-0001649,-1
WO-0001650,-1
WO-0001651,-1
WO-0001652,-1
WO-0001653,-1
WO-0001654,0
WO-0001655,-1
WO-0001656,-1
WO-0001657,-1
WO-0001658,-1
WO-0001659,-1
WO-0001660,-1
WO-0001661,-1
WO-0001662,0
WO-0001663,-1
WO-0001664,-1
WO-0001665,-1
WO-0001666,-1
WO-0001667,-1
WO-0001668,-1
WO-0001669,-1
WO-0001670,-1
WO-0001671,-1
WO-0001672,0
WO-0001673,-1
WO-0001674,-1
WO-0001675,-1
WO-0001676,-1
WO-0001677,-1
WO-0001678,-1
WO-0001679,0
WO-0001680,-1
WO-0001681,-1
WO-0001682,-1
WO-0001683,-1
WO-0001684,-1
WO-0001685,-1
WO-0001686,-1
WO-0001687,-1
WO-0001688,0
WO-0001689,-1
WO-0001690,-1
WO-0001691,-1
WO-0001692,-1
WO-0001693,-1
WO-0001694,-1
WO-0001695,0
WO-0001696,0
WO-0001697,-1
WO-0001698,-1
WO-0001699,-1
WO-0001700,-1
WO-0001701,-1
WO-0001702,-1
WO-0001703,0
WO-0001704,-1
WO-0001705,-1
WO-0001706,-1
WO-0001707,-1
WO-0001708,0
WO-0001709,-1
WO-0001710,-1
WO-0001711,0
WO-0001712,-1
WO-0001713,-1
WO-0001714,0
WO-0001715,-1
WO-0001716,0
WO-0001717,-1
WO-0001718,-1
WO-0001719,0
WO-0001720,-1
WO-0001721,0
WO-0001722,-1
WO-0001723,0
WO-0001724,-1
WO-0001725,-1
WO-0001726,-1
WO-0001727,-1
WO-0001728,-1
WO-0001729,-1
WO-0001730,0
WO-0001731,-1
WO-0001732,-1
WO-0001733,-1
WO-0001734,-1
WO-0001735,-1
WO-0001736,-1
WO-0001737,-1
WO-0001738,-1
WO-0001739,0
WO-0001740,-1
WO-0001741,-1
WO-0001742,-1
WO-0001743,-1
WO-0001744,-1
WO-0001745,-1
WO-0001746,-1
WO-0001747,-1
WO-0001748,-1
WO-0001749,-1
WO-0001750,-1
WO-0001751,-1
WO-0001752,-1
WO-0001753,-1
WO-0001754,-1
WO-0001755,-1
WO-0001756,-1
WO-0001757,0
WO-0001758,-1
WO-0001759,-1
WO-0001760,0
WO-0001761,-1
WO-0001762,-1
WO-0001763,-1
WO-0001764,-1
WO-0001765,0
WO-0001766,-1
WO-0001767,-1
WO-0001768,-1
WO-0001769,-1
WO-0001770,-1
WO-0001771,-1
WO-0001772,-1
WO-0001773,-1
WO-0001774,-1
WO-0001775,-1
WO-0001776,-1
WO-0001777,-1
WO-0001778,-1
WO-0001779,-1
WO-0001780,-1
WO-0001781,-1
WO-0001782,-1
WO-0001783,-1
WO-0001784,-1
WO-0001785,-1
WO-0001786,-1
WO-0001787,-1
WO-0001788,0
WO-0001789,-1
WO-0001790,-1
WO-0001791,-1
WO-0001792,-1
WO-0001793,0
WO-0001794,-1
WO-0001795,-1
WO-0001796,-1
WO-0001797,-1
WO-0001798,-1
WO-0001799,-1
WO-0001800,0
WO-0001801,-1
WO-0001802,-1
WO-0001803,-1
WO-0001804,-1
WO-0001805,-1
WO-0001806,-1
WO-0001807,0
WO-0001808,-1
WO-0001809,-1
WO-0001810,-1
WO-0001811,-1
WO-0001812,-1
WO-0001813,-1
WO-0001814,-1
WO-0001815,0
WO-0001816,-1
WO-0001817,-1
WO-0001818,-1
WO-0001819,-1
WO-0001820,-1
WO-0001821,-1
WO-0001822,-1
WO-0001823,-1
WO-0001824,-1
WO-0001825,-1
WO-0001826,-1
WO-0001827,-1
WO-0001828,-1
WO-0001829,-1
WO-0001830,-1
WO-0001831,-1
WO-0001832,-1
WO-0001833,-1
WO-0001834,-1
WO-0001835,-1
WO-0001836,-1
WO-0001837,0
WO-0001838,-1
WO-0001839,-1
WO-0001840,-1
WO-0001841,-1
WO-0001842,-1
WO-0001843,-1
WO-0001844,0
WO-0001845,-1
WO-0001846,-1
WO-0001847,0
WO-0001848,-1
WO-0001849,-1
WO-0001850,-1
WO-0001851,-1
WO-0001852,-1
WO-0001853,-1
WO-0001854,-1
WO-0001855,-1
WO-0001856,-1
WO-0001857,-1
WO-0001858,-1
WO-0001859,-1
WO-0001860,-1
WO-0001861,-1
WO-0001862,-1
WO-0001863,-1
WO-0001864,-1
WO-0001865,-1
WO-0001866,-1
WO-0001867,-1
WO-0001868,0
WO-0001869,-1
WO-0001870,-1
WO-0001871,-1
WO-0001872,-1
WO-0001873,-1
WO-0001874,-1
WO-0001875,-1
WO-0001876,-1
WO-0001877,-1
WO-0001878,-1
WO-0001879,-1
WO-0001880,-1
WO-0001881,-1
WO-0001882,-1
WO-0001883,-1
WO-0001884,-1
WO-0001885,-1
WO-0001886,-1
WO-0001887,-1
WO-0001888,0
WO-0001889,-1
WO-0001890,-1
WO-0001891,-1
WO-0001892,-1
WO-0001893,-1
WO-0001894,-1
WO-0001895,-1
WO-0001896,-1
WO-0001897,-1
WO-0001898,-1
WO-0001899,-1
WO-0001900,-1
WO-0001901,-1
WO-0001902,-1
WO-0001903,-1
WO-0001904,-1
WO-0001905,-1
WO-0001906,-1
WO-0001907,-1
WO-0001908,-1
WO-0001909,-1
WO-0001910,-1
WO-0001911,0
WO-0001912,-1
WO-0001913,-1
WO-0001914,-1
WO-0001915,-1
WO-0001916,-1
WO-0001917,-1
WO-0001918,-1
WO-0001919,-1
WO-0001920,-1
WO-0001921,-1
WO-0001922,-1
WO-0001923,-1
WO-0001924,-1
WO-0001925,-1
WO-0001926,-1
WO-0001927,-1
WO-0001928,-1
WO-0001929,0
WO-0001930,0
WO-0001931,0
WO-0001932,-1
WO-0001933,-1
WO-0001934,-1
WO-0001935,-1
WO-0001936,0
WO-0001937,-1
WO-0001938,-1
WO-0001939,-1
WO-0001940,-1
WO-0001941,-1
WO-0001942,-1
WO-0001943,-1
WO-0001944,0
WO-0001945,-1
WO-0001946,-1
WO-0001947,-1
WO-0001948,-1
WO-0001949,-1
WO-0001950,-1
WO-0001951,-1
WO-0001952,-1
WO-0001953,0
WO-0001954,-1
WO-0001955,-1
WO-0001956,-1
WO-0001957,-1
WO-0001958,-1
WO-0001959,-1
WO-0001960,-1
WO-0001961,-1
WO-0001962,-1
WO-0001963,-1
WO-0001964,-1
WO-0001965,-1
WO-0001966,0
WO-0001967,-1
WO-0001968,-1
WO-0001969,-1
WO-0001970,-1
WO-0001971,-1
WO-0001972,-1
WO-0001973,0
WO-0001974,-1
WO-0001975,0
WO-0001976,-1
WO-0001977,-1
WO-0001978,-1
WO-0001979,-1
WO-0001980,-1
WO-0001981,-1
WO-0001982,-1
WO-0001983,-1
WO-0001984,0
WO-0001985,-1
WO-0001986,-1
WO-0001987,-1
WO-0001988,-1
WO-0001989,-1
WO-0001990,-1
WO-0001991,1
WO-0001992,-1
WO-0001993,0
WO-0001994,-1
WO-0001995,-1
WO-0001996,-1
WO-0001997,-1
WO-0001998,-1
WO-0001999,-1
WO-0002000,-1
WO-0002001,-1
WO-0002002,-1
WO-0002003,-1
WO-0002004,-1
WO-0002005,-1
WO-0002006,-1
WO-0002007,-1
WO-0002008,-1
WO-0002009,0
WO-0002010,-1
WO-0002011,-1
WO-0002012,-1
WO-0002013,1
WO-0002014,-1
WO-0002015,-1
WO-0002016,-1
WO-0002017,-1
WO-0002018,0
WO-0002019,-1
WO-0002020,-1
WO-0002021,0
WO-0002022,0
WO-0002023,-1
WO-0002024,-1
WO-0002025,-1
WO-0002026,-1
WO-0002027,-1
WO-0002028,-1
WO-0002029,-1
WO-0002030,-1
WO-0002031,-1
WO-0002032,0
WO-0002033,0
WO-0002034,-1
WO-0002035,-1
WO-0002036,-1
WO-0002037,-1
WO-0002038,-1
WO-0002039,-1
WO-0002040,-1
WO-0002041,-1
WO-0002042,-1
WO-0002043,-1
WO-0002044,-1
WO-0002045,0
WO-0002046,0
WO-0002047,-1
WO-0002048,-1
WO-0002049,-1
WO-0002050,-1
WO-0002051,-1
WO-0002052,-1
WO-0002053,-1
WO-0002054,0
WO-0002055,-1
WO-0002056,-1
WO-0002057,-1
WO-0002058,-1
WO-0002059,-1
WO-0002060,-1
WO-0002061,0
WO-0002062,0
WO-0002063,-1
WO-0002064,-1
WO-0002065,0
WO-0002066,-1
WO-0002067,-1
WO-0002068,-1
WO-0002069,0
WO-0002070,0
WO-0002071,0
WO-0002072,-1
WO-0002073,-1
WO-0002074,-1
WO-0002075,-1
WO-0002076,0
WO-0002077,-1
WO-0002078,-1
WO-0002079,-1
WO-0002080,-1
WO-0002081,-1
WO-0002082,-1
WO-0002083,-1
WO-0002084,-1
WO-0002085,-1
WO-0002086,-1
WO-0002087,-1
WO-0002088,-1
WO-0002089,-1
WO-0002090,-1
WO-0002091,-1
WO-0002092,-1
WO-0002093,0
WO-0002094,1
WO-0002095,-1
WO-0002096,-1
WO-0002097,-1
WO-0002098,-1
WO-0002099,-1
WO-0002100,-1
WO-0002101,-1
WO-0002102,-1
WO-0002103,-1
WO-0002104,0
WO-0002105,-1
WO-0002106,-1
WO-0002107,-1
WO-0002108,-1
WO-0002109,-1
WO-0002110,-1
WO-0002111,-1
WO-0002112,-1
WO-0002113,-1
WO-0002114,-1
WO-0002115,-1
WO-0002116,-1
WO-0002117,-1
WO-0002118,-1
WO-0002119,-1
WO-0002120,-1
WO-0002121,-1
WO-0002122,-1
WO-0002123,-1
WO-0002124,0
WO-0002125,-1
WO-0002126,-1
WO-0002127,-1
WO-0002128,-1
WO-0002129,-1
WO-0002130,-1
WO-0002131,-1
WO-0002132,-1
WO-0002133,-1
WO-0002134,-1
WO-0002135,-1
WO-0002136,-1
WO-0002137,-1
WO-0002138,-1
WO-0002139,-1
WO-0002140,-1
WO-0002141,-1
WO-0002142,-1
WO-0002143,-1
WO-0002144,-1
WO-0002145,0
WO-0002146,-1
WO-0002147,-1
WO-0002148,-1
WO-0002149,0
WO-0002150,-1
WO-0002151,-1
WO-0002152,-1
WO-0002153,-1
WO-0002154,0
WO-0002155,-1
WO-0002156,-1
WO-0002157,-1
WO-0002158,-1
WO-0002159,-1
WO-0002160,-1
WO-0002161,-1
WO-0002162,-1
WO-0002163,-1
WO-0002164,-1
WO-0002165,-1
WO-0002166,-1
WO-0002167,-1
WO-0002168,-1
WO-0002169,-1
WO-0002170,-1
WO-0002171,-1
WO-0002172,-1
WO-0002173,-1
WO-0002174,-1
WO-0002175,-1
WO-0002176,-1
WO-0002177,-1
WO-0002178,-1
WO-0002179,-1
WO-0002180,-1
WO-0002181,-1
WO-0002182,-1
WO-0002183,-1
WO-0002184,-1
WO-0002185,-1
WO-0002186,0
WO-0002187,-1
WO-0002188,0
WO-0002189,-1
WO-0002190,0
WO-0002191,0
WO-0002192,-1
WO-0002193,0
WO-0002194,-1
WO-0002195,-1
WO-0002196,-1
WO-0002197,-1
WO-0002198,-1
WO-0002199,-1
WO-0002200,-1
WO-0002201,-1
WO-0002202,-1
WO-0002203,-1
WO-0002204,-1
WO-0002205,0
WO-0002206,-1
WO-0002207,-1
WO-0002208,-1
WO-0002209,-1
WO-0002210,-1
WO-0002211,-1
WO-0002212,-1
WO-0002213,-1
WO-0002214,-1
WO-0002215,-1
WO-0002216,0
WO-0002217,-1
WO-0002218,-1
WO-0002219,0
WO-0002220,-1
WO-0002221,-1
WO-0002222,-1
WO-0002223,-1
WO-0002224,-1
WO-0002225,-1
WO-0002226,-1
WO-0002227,-1
WO-0002228,-1
WO-0002229,0
WO-0002230,-1
WO-0002231,0
WO-0002232,0
WO-0002233,-1
WO-0002234,-1
WO-0002235,-1
WO-0002236,-1
WO-0002237,-1
WO-0002238,0
WO-0002239,-1
WO-0002240,-1
WO-0002241,-1
WO-0002242,-1
WO-0002243,-1
WO-0002244,-1
WO-0002245,0
WO-0002246,-1
WO-0002247,-1
WO-0002248,-1
WO-0002249,-1
WO-0002250,-1
WO-0002251,-1
WO-0002252,-1
WO-0002253,-1
WO-0002254,-1
WO-0002255,-1
WO-0002256,-1
WO-0002257,-1
WO-0002258,-1
WO-0002259,-1
WO-0002260,-1
WO-0002261,-1
WO-0002262,-1
WO-0002263,-1
WO-0002264,0
WO-0002265,-1
WO-0002266,0
WO-0002267,-1
WO-0002268,-1
WO-0002269,-1
WO-0002270,0
WO-0002271,0
WO-0002272,0
WO-0002273,-1
WO-0002274,0
WO-0002275,0
WO-0002276,-1
WO-0002277,-1
WO-0002278,-1
WO-0002279,-1
WO-0002280,-1
WO-0002281,0
WO-0002282,-1
WO-0002283,-1
WO-0002284,-1
WO-0002285,0
WO-0002286,-1
WO-0002287,-1
WO-0002288,-1
WO-0002289,-1
WO-0002290,-1
WO-0002291,-1
WO-0002292,-1
WO-0002293,-1
WO-0002294,0
WO-0002295,-1
WO-0002296,-1
WO-0002297,-1
WO-0002298,-1
WO-0002299,-1
WO-0002300,-1
WO-0002301,-1
WO-0002302,-1
WO-0002303,-1
WO-0002304,-1
WO-0002305,-1
WO-0002306,0
WO-0002307,-1
WO-0002308,-1
WO-0002309,-1
WO-0002310,-1
WO-0002311,-1
WO-0002312,0
WO-0002313,0
WO-0002314,-1
WO-0002315,-1
WO-0002316,-1
WO-0002317,-1
WO-0002318,-1
WO-0002319,-1
WO-0002320,-1
WO-0002321,-1
WO-0002322,-1
WO-0002323,-1
WO-0002324,-1
WO-0002325,-1
WO-0002326,-1
WO-0002327,-1
WO-0002328,-1
WO-0002329,-1
WO-0002330,0
WO-0002331,-1
WO-0002332,-1
WO-0002333,-1
WO-0002334,-1
WO-0002335,-1
WO-0002336,-1
WO-0002337,-1
WO-0002338,-1
WO-0002339,-1
WO-0002340,-1
WO-0002341,-1
WO-0002342,-1
WO-0002343,-1
WO-0002344,0
WO-0002345,-1
WO-0002346,-1
WO-0002347,0
WO-0002348,-1
WO-0002349,-1
WO-0002350,-1
WO-0002351,-1
WO-0002352,-1
WO-0002353,-1
WO-0002354,-1
WO-0002355,-1
WO-0002356,-1
WO-0002357,-1
WO-0002358,-1
WO-0002359,-1
WO-0002360,-1
WO-0002361,-1
WO-0002362,-1
WO-0002363,-1
WO-0002364,-1
WO-0002365,-1
WO-0002366,-1
WO-0002367,-1
WO-0002368,-1
WO-0002369,-1
WO-0002370,-1
WO-0002371,-1
WO-0002372,-1
WO-0002373,-1
WO-0002374,-1
WO-0002375,-1
WO-0002376,-1
WO-0002377,-1
WO-0002378,-1
WO-0002379,-1
WO-0002380,-1
WO-0002381,-1
WO-0002382,-1
WO-0002383,-1
WO-0002384,-1
WO-0002385,-1
WO-0002386,-1
WO-0002387,-1
WO-0002388,-1
WO-0002389,0
WO-0002390,-1
WO-0002391,-1
WO-0002392,-1
WO-0002393,-1
WO-0002394,-1
WO-0002395,0
WO-0002396,-1
WO-0002397,-1
WO-0002398,-1
WO-0002399,-1
WO-0002400,0
WO-0002401,-1
WO-0002402,-1
WO-0002403,-1
WO-0002404,-1
WO-0002405,1
WO-0002406,-1
WO-0002407,-1
WO-0002408,-1
WO-0002409,-1
WO-0002410,-1
WO-0002411,-1
WO-0002412,-1
WO-0002413,-1
WO-0002414,-1
WO-0002415,-1
WO-0002416,-1
WO-0002417,-1
WO-0002418,-1
WO-0002419,-1
WO-0002420,-1
WO-0002421,-1
WO-0002422,-1
WO-0002423,-1
WO-0002424,0
WO-0002425,-1
WO-0002426,-1
WO-0002427,-1
WO-0002428,-1
WO-0002429,-1
WO-0002430,-1
WO-0002431,-1
WO-0002432,-1
WO-0002433,-1
WO-0002434,-1
WO-0002435,-1
WO-0002436,-1
WO-0002437,-1
WO-0002438,-1
WO-0002439,-1
WO-0002440,-1
WO-0002441,-1
WO-0002442,-1
WO-0002443,-1
WO-0002444,0
WO-0002445,-1
WO-0002446,-1
WO-0002447,-1
WO-0002448,-1
WO-0002449,-1
WO-0002450,-1
WO-0002451,-1
WO-0002452,-1
WO-0002453,-1
WO-0002454,-1
WO-0002455,-1
WO-0002456,-1
WO-0002457,-1
WO-0002458,-1
WO-0002459,-1
WO-0002460,-1
WO-0002461,-1
WO-0002462,-1
WO-0002463,-1
WO-0002464,-1
WO-0002465,-1
WO-0002466,-1
WO-0002467,0
WO-0002468,-1
WO-0002469,0
WO-0002470,-1
WO-0002471,-1
WO-0002472,-1
WO-0002473,-1
WO-0002474,-1
WO-0002475,-1
WO-0002476,-1
WO-0002477,-1
WO-0002478,-1
WO-0002479,-1
WO-0002480,-1
WO-0002481,-1
WO-0002482,0
WO-0002483,-1
WO-0002484,-1
WO-0002485,-1
WO-0002486,-1
WO-0002487,-1
WO-0002488,-1
WO-0002489,-1
WO-0002490,-1
WO-0002491,-1
WO-0002492,-1
WO-0002493,-1
WO-0002494,-1
WO-0002495,-1
WO-0002496,-1
WO-0002497,0
WO-0002498,-1
WO-0002499,-1
WO-0002500,-1
WO-0002501,0
WO-0002502,-1
WO-0002503,-1
WO-0002504,-1
WO-0002505,-1
WO-0002506,-1
WO-0002507,-1
WO-0002508,-1
WO-0002509,0
WO-0002510,-1
WO-0002511,-1
WO-0002512,-1
WO-0002513,-1
WO-0002514,-1
WO-0002515,-1
WO-0002516,-1
WO-0002517,-1
WO-0002518,-1
WO-0002519,-1
WO-0002520,-1
WO-0002521,-1
WO-0002522,-1
WO-0002523,-1
WO-0002524,-1
WO-0002525,-1
WO-0002526,0
WO-0002527,-1
WO-0002528,-1
WO-0002529,-1
WO-0002530,-1
WO-0002531,-1
WO-0002532,-1
WO-0002533,-1
WO-0002534,-1
WO-0002535,-1
WO-0002536,-1
WO-0002537,-1
WO-0002538,-1
WO-0002539,-1
WO-0002540,-1
WO-0002541,-1
WO-0002542,-1
WO-0002543,-1
WO-0002544,-1
WO-0002545,0
WO-0002546,0
WO-0002547,-1
WO-0002548,-1
WO-0002549,-1
WO-0002550,-1
WO-0002551,0
WO-0002552,-1
WO-0002553,-1
WO-0002554,0
WO-0002555,-1
WO-0002556,-1
WO-0002557,-1
WO-0002558,-1
WO-0002559,-1
WO-0002560,-1
WO-0002561,-1
WO-0002562,-1
WO-0002563,-1
WO-0002564,0
WO-0002565,-1
WO-0002566,-1
WO-0002567,-1
WO-0002568,-1
WO-0002569,-1
WO-0002570,-1
WO-0002571,0
WO-0002572,-1
WO-0002573,-1
WO-0002574,-1
WO-0002575,-1
WO-0002576,-1
WO-0002577,-1
WO-0002578,-1
WO-0002579,-1
WO-0002580,-1
WO-0002581,0
WO-0002582,-1
WO-0002583,-1
WO-0002584,-1
WO-0002585,0
WO-0002586,0
WO-0002587,-1
WO-0002588,-1
WO-0002589,-1
WO-0002590,-1
WO-0002591,-1
WO-0002592,-1
WO-0002593,0
WO-0002594,-1
WO-0002595,-1
WO-0002596,-1
WO-0002597,-1
WO-0002598,0
WO-0002599,-1
WO-0002600,-1
WO-0002601,-1
WO-0002602,-1
WO-0002603,-1
WO-0002604,-1
WO-0002605,-1
WO-0002606,-1
WO-0002607,-1
WO-0002608,0
WO-0002609,-1
WO-0002610,-1
WO-0002611,-1
WO-0002612,-1
WO-0002613,-1
WO-0002614,-1
WO-0002615,-1
WO-0002616,-1
WO-0002617,-1
WO-0002618,-1
WO-0002619,0
WO-0002620,-1
WO-0002621,-1
WO-0002622,-1
WO-0002623,-1
WO-0002624,-1
WO-0002625,-1
WO-0002626,-1
WO-0002627,0
WO-0002628,-1
WO-0002629,0
WO-0002630,-1
WO-0002631,0
WO-0002632,-1
WO-0002633,-1
WO-0002634,-1
WO-0002635,-1
WO-0002636,-1
WO-0002637,-1
WO-0002638,-1
WO-0002639,-1
WO-0002640,-1
WO-0002641,-1
WO-0002642,-1
WO-0002643,-1
WO-0002644,-1
WO-0002645,-1
WO-0002646,-1
WO-0002647,-1
WO-0002648,-1
WO-0002649,-1
WO-0002650,-1
WO-0002651,1
WO-0002652,-1
WO-0002653,0
WO-0002654,-1
WO-0002655,-1
WO-0002656,-1
WO-0002657,-1
WO-0002658,0
WO-0002659,-1
WO-0002660,-1
WO-0002661,-1
WO-0002662,0
WO-0002663,-1
WO-0002664,-1
