work_order_id,cluster
WO-0002665,-1
WO-0002666,-1
WO-0002667,-1
WO-0002668,0
WO-0002669,-1
WO-0002670,-1
WO-0002671,-1
WO-0002672,-1
WO-0002673,-1
WO-0002674,-1
WO-0002675,-1
WO-0002676,-1
WO-0002677,-1
WO-0002678,-1
WO-0002679,-1
WO-0002680,-1
WO-0002681,-1
WO-0002682,-1
WO-0002683,-1
WO-0002684,-1
WO-0002685,-1
WO-0002686,-1
WO-0002687,-1
WO-0002688,-1
WO-0002689,0
WO-0002690,0
WO-0002691,-1
WO-0002692,-1
WO-0002693,-1
WO-0002694,-1
WO-0002695,0
WO-0002696,-1
WO-0002697,0
WO-0002698,-1
WO-0002699,-1
WO-0002700,-1
WO-0002701,-1
WO-0002702,-1
WO-0002703,-1
WO-0002704,-1
WO-0002705,-1
WO-0002706,-1
WO-0002707,-1
WO-0002708,0
WO-0002709,-1
WO-0002710,-1
WO-0002711,-1
WO-0002712,-1
WO-0002713,-1
WO-0002714,-1
WO-0002715,-1
WO-0002716,-1
WO-0002717,-1
WO-0002718,-1
WO-0002719,1
WO-0002720,-1
WO-0002721,-1
WO-0002722,-1
WO-0002723,0
WO-0002724,0
WO-0002725,-1
WO-0002726,-1
WO-0002727,-1
WO-0002728,-1
WO-0002729,-1
WO-0002730,-1
WO-0002731,-1
WO-0002732,-1
WO-0002733,-1
WO-0002734,-1
WO-0002735,-1
WO-0002736,-1
WO-0002737,-1
WO-0002738,-1
WO-0002739,-1
WO-0002740,-1
WO-0002741,0
WO-0002742,-1
WO-0002743,-1
WO-0002744,-1
WO-0002745,-1
WO-0002746,-1
WO-0002747,0
WO-0002748,-1
WO-0002749,-1
WO-0002750,-1
WO-0002751,-1
WO-0002752,0
WO-0002753,-1
WO-0002754,-1
WO-0002755,-1
WO-0002756,-1
WO-0002757,-1
WO-0002758,-1
WO-0002759,-1
WO-0002760,-1
WO-0002761,-1
WO-0002762,-1
WO-0002763,-1
WO-0002764,-1
WO-0002765,-1
WO-0002766,-1
WO-0002767,-1
WO-0002768,-1
WO-0002769,-1
WO-0002770,-1
WO-0002771,0
WO-0002772,-1
WO-0002773,0
WO-0002774,-1
WO-0002775,-1
WO-0002776,-1
WO-0002777,-1
WO-0002778,0
WO-0002779,-1
WO-0002780,-1
WO-0002781,-1
WO-0002782,-1
WO-0002783,-1
WO-0002784,-1
WO-0002785,-1
WO-0002786,-1
WO-0002787,-1
WO-0002788,-1
WO-0002789,-1
WO-0002790,-1
WO-0002791,-1
WO-0002792,-1
WO-0002793,-1
WO-0002794,-1
WO-0002795,-1
WO-0002796,0
WO-0002797,-1
WO-0002798,-1
WO-0002799,-1
WO-0002800,-1
WO-0002801,-1
WO-0002802,0
WO-0002803,-1
WO-0002804,-1
WO-0002805,-1
WO-0002806,-1
WO-0002807,0
WO-0002808,-1
WO-0002809,-1
WO-0002810,-1
WO-0002811,-1
WO-0002812,-1
WO-0002813,-1
WO-0002814,-1
WO-0002815,-1
WO-0002816,-1
WO-0002817,-1
WO-0002818,-1
WO-0002819,-1
WO-0002820,-1
WO-0002821,-1
WO-0002822,-1
WO-0002823,-1
WO-0002824,-1
WO-0002825,-1
WO-0002826,-1
WO-0002827,0
WO-0002828,-1
WO-0002829,-1
WO-0002830,-1
WO-0002831,-1
WO-0002832,-1
WO-0002833,-1
WO-0002834,-1
WO-0002835,-1
WO-0002836,-1
WO-0002837,0
WO-0002838,-1
WO-0002839,-1
WO-0002840,-1
WO-0002841,-1
WO-0002842,-1
WO-0002843,-1
WO-0002844,-1
WO-0002845,-1
WO-0002846,-1
WO-0002847,-1
WO-0002848,0
WO-0002849,-1
WO-0002850,-1
WO-0002851,0
WO-0002852,-1
WO-0002853,-1
WO-0002854,-1
WO-0002855,-1
WO-0002856,-1
WO-0002857,0
WO-0002858,-1
WO-0002859,-1
WO-0002860,-1
WO-0002861,-1
WO-0002862,-1
WO-0002863,0
WO-0002864,-1
WO-0002865,0
WO-0002866,-1
WO-0002867,-1
WO-0002868,-1
WO-0002869,-1
WO-0002870,-1
WO-0002871,0
WO-0002872,0
WO-0002873,-1
WO-0002874,-1
WO-0002875,0
WO-0002876,0
WO-0002877,-1
WO-0002878,-1
WO-0002879,-1
WO-0002880,-1
WO-0002881,-1
WO-0002882,-1
WO-0002883,-1
WO-0002884,-1
WO-0002885,-1
WO-0002886,-1
WO-0002887,-1
WO-0002888,-1
WO-0002889,-1
WO-0002890,-1
WO-0002891,-1
WO-0002892,0
WO-0002893,0
WO-0002894,0
WO-0002895,-1
WO-0002896,0
WO-0002897,-1
WO-0002898,0
WO-0002899,-1
WO-0002900,0
WO-0002901,0
WO-0002902,-1
WO-0002903,-1
WO-0002904,-1
WO-0002905,-1
WO-0002906,-1
WO-0002907,0
WO-0002908,-1
WO-0002909,-1
WO-0002910,-1
WO-0002911,-1
WO-0002912,-1
WO-0002913,-1
WO-0002914,-1
WO-0002915,-1
WO-0002916,-1
WO-0002917,-1
WO-0002918,-1
WO-0002919,-1
WO-0002920,-1
WO-0002921,-1
WO-0002922,-1
WO-0002923,-1
WO-0002924,-1
WO-0002925,-1
WO-0002926,-1
WO-0002927,-1
WO-0002928,-1
WO-0002929,-1
WO-0002930,0
WO-0002931,-1
WO-0002932,0
WO-0002933,-1
WO-0002934,-1
WO-0002935,-1
WO-0002936,-1
WO-0002937,-1
WO-0002938,-1
WO-0002939,-1
WO-0002940,-1
WO-0002941,-1
WO-0002942,-1
WO-0002943,-1
WO-0002944,-1
WO-0002945,-1
WO-0002946,-1
WO-0002947,0
WO-0002948,0
WO-0002949,-1
WO-0002950,-1
WO-0002951,0
WO-0002952,-1
WO-0002953,-1
WO-0002954,-1
WO-0002955,0
WO-0002956,-1
WO-0002957,-1
WO-0002958,-1
WO-0002959,-1
WO-0002960,-1
WO-0002961,-1
WO-0002962,-1
WO-0002963,-1
WO-0002964,-1
WO-0002965,-1
WO-0002966,-1
WO-0002967,-1
WO-0002968,0
WO-0002969,-1
WO-0002970,-1
WO-0002971,-1
WO-0002972,-1
WO-0002973,-1
WO-0002974,-1
WO-0002975,-1
WO-0002976,-1
WO-0002977,-1
WO-0002978,-1
WO-0002979,-1
WO-0002980,-1
WO-0002981,-1
WO-0002982,-1
WO-0002983,-1
WO-0002984,-1
WO-0002985,-1
WO-0002986,-1
WO-0002987,-1
WO-0002988,-1
WO-0002989,-1
WO-0002990,-1
WO-0002991,0
WO-0002992,-1
WO-0002993,-1
WO-0002994,-1
WO-0002995,0
WO-0002996,-1
WO-0002997,-1
WO-0002998,-1
WO-0002999,-1
WO-0003000,-1
WO-0003001,-1
WO-0003002,0
WO-0003003,-1
WO-0003004,-1
WO-0003005,-1
WO-0003006,-1
WO-0003007,-1
WO-0003008,0
WO-0003009,0
WO-0003010,-1
WO-0003011,-1
WO-0003012,-1
WO-0003013,-1
WO-0003014,-1
WO-0003015,-1
WO-0003016,-1
WO-0003017,0
WO-0003018,-1
WO-0003019,-1
WO-0003020,0
WO-0003021,-1
WO-0003022,-1
WO-0003023,-1
WO-0003024,-1
WO-0003025,-1
WO-0003026,-1
WO-0003027,0
WO-0003028,0
WO-0003029,-1
WO-0003030,-1
WO-0003031,-1
WO-0003032,-1
WO-0003033,-1
WO-0003034,0
WO-0003035,-1
WO-0003036,-1
WO-0003037,-1
WO-0003038,-1
WO-0003039,-1
WO-0003040,-1
WO-0003041,-1
WO-0003042,-1
WO-0003043,-1
WO-0003044,-1
WO-0003045,-1
WO-0003046,-1
WO-0003047,-1
WO-0003048,-1
WO-0003049,-1
WO-0003050,-1
WO-0003051,-1
WO-0003052,-1
WO-0003053,-1
WO-0003054,-1
WO-0003055,-1
WO-0003056,-1
WO-0003057,-1
WO-0003058,-1
WO-0003059,-1
WO-0003060,-1
WO-0003061,-1
WO-0003062,-1
WO-0003063,-1
WO-0003064,-1
WO-0003065,-1
WO-0003066,-1
WO-0003067,-1
WO-0003068,0
WO-0003069,-1
WO-0003070,0
WO-0003071,-1
WO-0003072,-1
WO-0003073,-1
WO-0003074,-1
WO-0003075,-1
WO-0003076,-1
WO-0003077,-1
WO-0003078,-1
WO-0003079,-1
WO-0003080,-1
WO-0003081,-1
WO-0003082,-1
WO-0003083,-1
WO-0003084,-1
WO-0003085,-1
WO-0003086,-1
WO-0003087,-1
WO-0003088,-1
WO-0003089,-1
WO-0003090,-1
WO-0003091,-1
WO-0003092,-1
WO-0003093,-1
WO-0003094,-1
WO-0003095,-1
WO-0003096,-1
WO-0003097,-1
WO-0003098,0
WO-0003099,-1
WO-0003100,0
WO-0003101,-1
WO-0003102,-1
WO-0003103,-1
WO-0003104,-1
WO-0003105,-1
WO-0003106,-1
WO-0003107,-1
WO-0003108,-1
WO-0003109,-1
WO-0003110,-1
WO-0003111,-1
WO-0003112,-1
WO-0003113,-1
WO-0003114,-1
WO-0003115,-1
WO-0003116,-1
WO-0003117,-1
WO-0003118,-1
WO-0003119,-1
WO-0003120,-1
WO-0003121,-1
WO-0003122,-1
WO-0003123,-1
WO-0003124,-1
WO-0003125,-1
WO-0003126,-1
WO-0003127,-1
WO-0003128,-1
WO-0003129,-1
WO-0003130,-1
WO-0003131,-1
WO-0003132,-1
WO-0003133,-1
WO-0003134,-1
WO-0003135,-1
WO-0003136,-1
WO-0003137,-1
WO-0003138,-1
WO-0003139,-1
WO-0003140,-1
WO-0003141,0
WO-0003142,-1
WO-0003143,-1
WO-0003144,-1
WO-0003145,0
WO-0003146,-1
WO-0003147,-1
WO-0003148,-1
WO-0003149,-1
WO-0003150,-1
WO-0003151,-1
WO-0003152,-1
WO-0003153,-1
WO-0003154,-1
WO-0003155,-1
WO-0003156,1
WO-0003157,-1
WO-0003158,-1
WO-0003159,-1
WO-0003160,-1
WO-0003161,-1
WO-0003162,0
WO-0003163,-1
WO-0003164,-1
WO-0003165,-1
WO-0003166,-1
WO-0003167,-1
WO-0003168,-1
WO-0003169,-1
WO-0003170,-1
WO-0003171,0
WO-0003172,-1
WO-0003173,-1
WO-0003174,0
WO-0003175,-1
WO-0003176,-1
WO-0003177,-1
WO-0003178,-1
WO-0003179,-1
WO-0003180,-1
WO-0003181,-1
WO-0003182,-1
WO-0003183,-1
WO-0003184,-1
WO-0003185,-1
WO-0003186,-1
WO-0003187,-1
WO-0003188,-1
WO-0003189,-1
WO-0003190,-1
WO-0003191,-1
WO-0003192,-1
WO-0003193,-1
WO-0003194,-1
WO-0003195,-1
WO-0003196,0
WO-0003197,0
WO-0003198,-1
WO-0003199,-1
WO-0003200,-1
WO-0003201,-1
WO-0003202,-1
WO-0003203,-1
WO-0003204,0
WO-0003205,0
WO-0003206,-1
WO-0003207,-1
WO-0003208,-1
WO-0003209,-1
WO-0003210,-1
WO-0003211,-1
WO-0003212,-1
WO-0003213,-1
WO-0003214,-1
WO-0003215,-1
WO-0003216,0
WO-0003217,-1
WO-0003218,-1
WO-0003219,-1
WO-0003220,0
WO-0003221,0
WO-0003222,-1
WO-0003223,-1
WO-0003224,-1
WO-0003225,-1
WO-0003226,-1
WO-0003227,-1
WO-0003228,-1
WO-0003229,-1
WO-0003230,-1
WO-0003231,-1
WO-0003232,-1
WO-0003233,-1
WO-0003234,0
WO-0003235,-1
WO-0003236,-1
WO-0003237,-1
WO-0003238,-1
WO-0003239,-1
WO-0003240,-1
WO-0003241,-1
WO-0003242,-1
WO-0003243,-1
WO-0003244,-1
WO-0003245,-1
WO-0003246,-1
WO-0003247,-1
WO-0003248,-1
WO-0003249,-1
WO-0003250,-1
WO-0003251,-1
WO-0003252,-1
WO-0003253,-1
WO-0003254,-1
WO-0003255,-1
WO-0003256,0
WO-0003257,-1
WO-0003258,-1
WO-0003259,-1
WO-0003260,-1
WO-0003261,-1
WO-0003262,-1
WO-0003263,-1
WO-0003264,-1
WO-0003265,-1
WO-0003266,-1
WO-0003267,-1
WO-0003268,-1
WO-0003269,-1
WO-0003270,-1
WO-0003271,-1
WO-0003272,-1
WO-0003273,-1
WO-0003274,-1
WO-0003275,-1
WO-0003276,-1
WO-0003277,-1
WO-0003278,-1
WO-0003279,-1
WO-0003280,-1
WO-0003281,-1
WO-0003282,-1
WO-0003283,0
WO-0003284,-1
WO-0003285,-1
WO-0003286,-1
WO-0003287,-1
WO-0003288,0
WO-0003289,-1
WO-0003290,-1
WO-0003291,-1
WO-0003292,-1
WO-0003293,-1
WO-0003294,-1
WO-0003295,-1
WO-0003296,0
WO-0003297,-1
WO-0003298,-1
WO-0003299,-1
WO-0003300,-1
WO-0003301,-1
WO-0003302,-1
WO-0003303,-1
WO-0003304,-1
WO-0003305,0
WO-0003306,-1
WO-0003307,-1
WO-0003308,-1
WO-0003309,0
WO-0003310,0
WO-0003311,-1
WO-0003312,0
WO-0003313,-1
WO-0003314,-1
WO-0003315,-1
WO-0003316,-1
WO-0003317,-1
WO-0003318,-1
WO-0003319,-1
WO-0003320,-1
WO-0003321,-1
WO-0003322,-1
WO-0003323,-1
WO-0003324,-1
WO-0003325,-1
WO-0003326,-1
WO-0003327,-1
WO-0003328,-1
WO-0003329,-1
WO-0003330,-1
WO-0003331,-1
WO-0003332,-1
WO-0003333,-1
WO-0003334,-1
WO-0003335,-1
WO-0003336,-1
WO-0003337,-1
WO-0003338,-1
WO-0003339,-1
WO-0003340,-1
WO-0003341,-1
WO-0003342,0
WO-0003343,-1
WO-0003344,0
WO-0003345,0
WO-0003346,-1
WO-0003347,-1
WO-0003348,-1
WO-0003349,-1
WO-0003350,-1
WO-0003351,-1
WO-0003352,-1
WO-0003353,-1
WO-0003354,-1
WO-0003355,0
WO-0003356,-1
WO-0003357,0
WO-0003358,-1
WO-0003359,-1
WO-0003360,-1
WO-0003361,-1
WO-0003362,-1
WO-0003363,-1
WO-0003364,-1
WO-0003365,-1
WO-0003366,-1
WO-0003367,-1
WO-0003368,0
WO-0003369,-1
WO-0003370,0
WO-0003371,-1
WO-0003372,0
WO-0003373,-1
WO-0003374,-1
WO-0003375,-1
WO-0003376,-1
WO-0003377,-1
WO-0003378,-1
WO-0003379,-1
WO-0003380,-1
WO-0003381,-1
WO-0003382,-1
WO-0003383,0
WO-0003384,-1
WO-0003385,-1
WO-0003386,-1
WO-0003387,-1
WO-0003388,-1
WO-0003389,-1
WO-0003390,-1
WO-0003391,-1
WO-0003392,-1
WO-0003393,-1
WO-0003394,0
WO-0003395,0
WO-0003396,-1
WO-0003397,-1
WO-0003398,-1
WO-0003399,-1
WO-0003400,-1
WO-0003401,-1
WO-0003402,-1
WO-0003403,-1
WO-0003404,-1
WO-0003405,-1
WO-0003406,0
WO-0003407,-1
WO-0003408,-1
WO-0003409,-1
WO-0003410,0
WO-0003411,-1
WO-0003412,-1
WO-0003413,-1
WO-0003414,-1
WO-0003415,0
WO-0003416,-1
WO-0003417,-1
WO-0003418,1
WO-0003419,-1
WO-0003420,-1
WO-0003421,-1
WO-0003422,-1
WO-0003423,-1
WO-0003424,-1
WO-0003425,-1
WO-0003426,-1
WO-0003427,-1
WO-0003428,-1
WO-0003429,-1
WO-0003430,-1
WO-0003431,-1
WO-0003432,-1
WO-0003433,-1
WO-0003434,-1
WO-0003435,-1
WO-0003436,-1
WO-0003437,-1
WO-0003438,-1
WO-0003439,-1
WO-0003440,-1
WO-0003441,-1
WO-0003442,-1
WO-0003443,-1
WO-0003444,-1
WO-0003445,-1
WO-0003446,-1
WO-0003447,-1
WO-0003448,-1
WO-0003449,0
WO-0003450,-1
WO-0003451,-1
WO-0003452,-1
WO-0003453,-1
WO-0003454,-1
WO-0003455,-1
WO-0003456,-1
WO-0003457,-1
WO-0003458,-1
WO-0003459,-1
WO-0003460,-1
WO-0003461,-1
WO-0003462,0
WO-0003463,-1
WO-0003464,-1
WO-0003465,-1
WO-0003466,-1
WO-0003467,-1
WO-0003468,-1
WO-0003469,-1
WO-0003470,-1
WO-0003471,-1
WO-0003472,-1
WO-0003473,0
WO-0003474,0
WO-0003475,0
WO-0003476,-1
WO-0003477,-1
WO-0003478,-1
WO-0003479,-1
WO-0003480,-1
WO-0003481,-1
WO-0003482,-1
WO-0003483,-1
WO-0003484,-1
WO-0003485,-1
WO-0003486,-1
WO-0003487,-1
WO-0003488,-1
WO-0003489,0
WO-0003490,-1
WO-0003491,-1
WO-0003492,-1
WO-0003493,-1
WO-0003494,0
WO-0003495,-1
WO-0003496,0
WO-0003497,-1
WO-0003498,-1
WO-0003499,-1
WO-0003500,-1
WO-0003501,0
WO-0003502,0
WO-0003503,-1
WO-0003504,-1
WO-0003505,-1
WO-0003506,-1
WO-0003507,-1
WO-0003508,-1
WO-0003509,-1
WO-0003510,-1
WO-0003511,-1
WO-0003512,-1
WO-0003513,-1
WO-0003514,0
WO-0003515,-1
WO-0003516,-1
WO-0003517,-1
WO-0003518,-1
WO-0003519,-1
WO-0003520,-1
WO-0003521,-1
WO-0003522,-1
WO-0003523,-1
WO-0003524,-1
WO-0003525,-1
WO-0003526,-1
WO-0003527,-1
WO-0003528,-1
WO-0003529,-1
WO-0003530,0
WO-0003531,0
WO-0003532,0
WO-0003533,-1
WO-0003534,-1
WO-0003535,-1
WO-0003536,-1
WO-0003537,-1
WO-0003538,-1
WO-0003539,-1
WO-0003540,-1
WO-0003541,-1
WO-0003542,-1
WO-0003543,-1
WO-0003544,-1
WO-0003545,-1
WO-0003546,-1
WO-0003547,-1
WO-0003548,-1
WO-0003549,-1
WO-0003550,0
WO-0003551,0
WO-0003552,0
WO-0003553,0
WO-0003554,-1
WO-0003555,-1
WO-0003556,0
WO-0003557,-1
WO-0003558,-1
WO-0003559,-1
WO-0003560,-1
WO-0003561,-1
WO-0003562,-1
WO-0003563,-1
WO-0003564,-1
WO-0003565,-1
WO-0003566,-1
WO-0003567,0
WO-0003568,-1
WO-0003569,0
WO-0003570,-1
WO-0003571,-1
WO-0003572,-1
WO-0003573,-1
WO-0003574,-1
WO-0003575,-1
WO-0003576,-1
WO-0003577,0
WO-0003578,0
WO-0003579,-1
WO-0003580,-1
WO-0003581,-1
WO-0003582,-1
WO-0003583,-1
WO-0003584,-1
WO-0003585,-1
WO-0003586,-1
WO-0003587,-1
WO-0003588,-1
WO-0003589,-1
WO-0003590,-1
WO-0003591,-1
WO-0003592,0
WO-0003593,-1
WO-0003594,-1
WO-0003595,-1
WO-0003596,0
WO-0003597,-1
WO-0003598,0
WO-0003599,-1
WO-0003600,-1
WO-0003601,0
WO-0003602,-1
WO-0003603,-1
WO-0003604,-1
WO-0003605,-1
WO-0003606,-1
WO-0003607,-1
WO-0003608,-1
WO-0003609,0
WO-0003610,-1
WO-0003611,0
WO-0003612,0
WO-0003613,0
WO-0003614,-1
WO-0003615,-1
WO-0003616,0
WO-0003617,-1
WO-0003618,-1
WO-0003619,-1
WO-0003620,-1
WO-0003621,0
WO-0003622,-1
WO-0003623,0
WO-0003624,-1
WO-0003625,-1
WO-0003626,-1
WO-0003627,-1
WO-0003628,0
WO-0003629,0
WO-0003630,0
WO-0003631,0
WO-0003632,-1
WO-0003633,-1
WO-0003634,-1
WO-0003635,-1
WO-0003636,-1
WO-0003637,-1
WO-0003638,-1
WO-0003639,-1
WO-0003640,-1
WO-0003641,-1
WO-0003642,-1
WO-0003643,-1
WO-0003644,-1
WO-0003645,-1
WO-0003646,-1
WO-0003647,-1
WO-0003648,-1
WO-0003649,-1
WO-0003650,-1
WO-0003651,-1
WO-0003652,-1
WO-0003653,0
WO-0003654,-1
WO-0003655,-1
WO-0003656,-1
WO-0003657,-1
WO-0003658,-1
WO-0003659,0
WO-0003660,-1
WO-0003661,-1
WO-0003662,-1
WO-0003663,-1
WO-0003664,0
WO-0003665,-1
WO-0003666,-1
WO-0003667,0
WO-0003668,-1
WO-0003669,-1
WO-0003670,-1
WO-0003671,-1
WO-0003672,0
WO-0003673,-1
WO-0003674,0
WO-0003675,-1
WO-0003676,-1
WO-0003677,-1
WO-0003678,-1
WO-0003679,-1
WO-0003680,-1
WO-0003681,-1
WO-0003682,-1
WO-0003683,-1
WO-0003684,-1
WO-0003685,-1
WO-0003686,-1
WO-0003687,-1
WO-0003688,0
WO-0003689,-1
WO-0003690,-1
WO-0003691,-1
WO-0003692,-1
WO-0003693,-1
WO-0003694,-1
WO-0003695,-1
WO-0003696,-1
WO-0003697,-1
WO-0003698,-1
WO-0003699,0
WO-0003700,-1
WO-0003701,-1
WO-0003702,-1
WO-0003703,-1
WO-0003704,-1
WO-0003705,-1
WO-0003706,-1
WO-0003707,-1
WO-0003708,-1
WO-0003709,-1
WO-0003710,-1
WO-0003711,-1
WO-0003712,-1
WO-0003713,-1
WO-0003714,-1
WO-0003715,0
WO-0003716,-1
WO-0003717,-1
WO-0003718,-1
WO-0003719,-1
WO-0003720,-1
WO-0003721,-1
WO-0003722,0
WO-0003723,-1
WO-0003724,-1
WO-0003725,-1
WO-0003726,-1
WO-0003727,-1
WO-0003728,-1
WO-0003729,0
WO-0003730,-1
WO-0003731,-1
WO-0003732,-1
WO-0003733,-1
WO-0003734,-1
WO-0003735,-1
WO-0003736,-1
WO-0003737,-1
WO-0003738,-1
WO-0003739,-1
WO-0003740,-1
WO-0003741,-1
WO-0003742,-1
WO-0003743,-1
WO-0003744,-1
WO-0003745,-1
WO-0003746,-1
WO-0003747,-1
WO-0003748,-1
WO-0003749,-1
WO-0003750,-1
WO-0003751,-1
WO-0003752,-1
WO-0003753,-1
WO-0003754,-1
WO-0003755,-1
WO-0003756,-1
WO-0003757,-1
WO-0003758,-1
WO-0003759,-1
WO-0003760,-1
WO-0003761,-1
WO-0003762,-1
WO-0003763,-1
WO-0003764,-1
WO-0003765,-1
WO-0003766,-1
WO-0003767,-1
WO-0003768,-1
WO-0003769,0
WO-0003770,0
WO-0003771,-1
WO-0003772,-1
WO-0003773,-1
WO-0003774,-1
WO-0003775,-1
WO-0003776,-1
WO-0003777,-1
WO-0003778,-1
WO-0003779,0
WO-0003780,-1
WO-0003781,-1
WO-0003782,0
WO-0003783,-1
WO-0003784,-1
WO-0003785,-1
WO-0003786,-1
WO-0003787,-1
WO-0003788,-1
WO-0003789,0
WO-0003790,-1
WO-0003791,-1
WO-0003792,0
WO-0003793,-1
WO-0003794,-1
WO-0003795,-1
WO-0003796,-1
WO-0003797,-1
WO-0003798,0
WO-0003799,0
WO-0003800,-1
WO-0003801,-1
WO-0003802,-1
WO-0003803,-1
WO-0003804,0
WO-0003805,-1
WO-0003806,-1
WO-0003807,-1
WO-0003808,-1
WO-0003809,-1
WO-0003810,-1
WO-0003811,-1
WO-0003812,-1
WO-0003813,-1
WO-0003814,-1
WO-0003815,-1
WO-0003816,-1
WO-0003817,-1
WO-0003818,-1
WO-0003819,-1
WO-0003820,0
WO-0003821,-1
WO-0003822,-1
WO-0003823,-1
WO-0003824,-1
WO-0003825,-1
WO-0003826,-1
WO-0003827,-1
WO-0003828,0
WO-0003829,-1
WO-0003830,-1
WO-0003831,-1
WO-0003832,-1
WO-0003833,-1
WO-0003834,-1
WO-0003835,-1
WO-0003836,-1
WO-0003837,-1
WO-0003838,-1
WO-0003839,-1
WO-0003840,-1
WO-0003841,-1
WO-0003842,-1
WO-0003843,0
WO-0003844,-1
WO-0003845,-1
WO-0003846,-1
WO-0003847,-1
WO-0003848,-1
WO-0003849,-1
WO-0003850,-1
WO-0003851,-1
WO-0003852,-1
WO-0003853,-1
WO-0003854,0
WO-0003855,-1
WO-0003856,-1
WO-0003857,-1
WO-0003858,-1
WO-0003859,-1
WO-0003860,-1
WO-0003861,-1
WO-0003862,-1
WO-0003863,-1
WO-0003864,-1
WO-0003865,-1
WO-0003866,-1
WO-0003867,-1
WO-0003868,-1
WO-0003869,-1
WO-0003870,0
WO-0003871,-1
WO-0003872,-1
WO-0003873,0
WO-0003874,-1
WO-0003875,-1
WO-0003876,-1
WO-0003877,-1
WO-0003878,-1
WO-0003879,-1
WO-0003880,-1
WO-0003881,-1
WO-0003882,-1
WO-0003883,-1
WO-0003884,-1
WO-0003885,-1
WO-0003886,-1
WO-0003887,-1
WO-0003888,-1
WO-0003889,-1
WO-0003890,-1
WO-0003891,-1
WO-0003892,0
WO-0003893,-1
WO-0003894,-1
WO-0003895,-1
WO-0003896,-1
WO-0003897,0
WO-0003898,-1
WO-0003899,0
WO-0003900,-1
WO-0003901,-1
WO-0003902,-1
WO-0003903,0
WO-0003904,-1
WO-0003905,-1
WO-0003906,-1
WO-0003907,-1
WO-0003908,-1
WO-0003909,-1
WO-0003910,-1
WO-0003911,-1
WO-0003912,-1
WO-0003913,-1
WO-0003914,-1
WO-0003915,0
WO-0003916,-1
WO-0003917,-1
WO-0003918,-1
WO-0003919,-1
WO-0003920,-1
WO-0003921,-1
WO-0003922,-1
WO-0003923,-1
WO-0003924,-1
WO-0003925,-1
WO-0003926,-1
WO-0003927,-1
WO-0003928,-1
WO-0003929,-1
WO-0003930,-1
WO-0003931,-1
WO-0003932,-1
WO-0003933,-1
WO-0003934,-1
WO-0003935,-1
WO-0003936,-1
WO-0003937,-1
WO-0003938,-1
WO-0003939,-1
WO-0003940,-1
WO-0003941,-1
WO-0003942,-1
WO-0003943,-1
WO-0003944,-1
WO-0003945,0
WO-0003946,-1
WO-0003947,-1
WO-0003948,-1
WO-0003949,-1
WO-0003950,-1
WO-0003951,-1
WO-0003952,-1
WO-0003953,-1
WO-0003954,-1
WO-0003955,-1
WO-0003956,0
WO-0003957,-1
WO-0003958,-1
WO-0003959,-1
WO-0003960,-1
WO-0003961,-1
WO-0003962,-1
WO-0003963,-1
WO-0003964,-1
WO-0003965,0
WO-0003966,-1
WO-0003967,-1
WO-0003968,-1
WO-0003969,-1
WO-0003970,-1
WO-0003971,-1
WO-0003972,-1
WO-0003973,0
WO-0003974,-1
WO-0003975,-1
WO-0003976,-1
WO-0003977,-1
WO-0003978,-1
WO-0003979,-1
WO-0003980,-1
WO-0003981,-1
WO-0003982,-1
WO-0003983,-1
WO-0003984,-1
WO-0003985,-1
WO-0003986,-1
WO-0003987,-1
WO-0003988,-1
WO-0003989,-1
WO-0003990,-1
WO-0003991,-1
WO-0003992,-1
WO-0003993,-1
WO-0003994,-1
WO-0003995,-1
WO-0003996,0
WO-0003997,-1
WO-0003998,0
WO-0003999,0
